i have 3 apples and you give me 2 more. how many do i have?	you had 3, plus 2 = 5, so 5
i had 10 coins and spent 4. how many are left?	10 - 4 = 6, so 6 left
there are 5 people and 3 more arrive. how many now?	5 + 3 = 8, so 8
i bought 4 packs of 3 pens. how many pens?	4 x 3 = 12, so 12 pens
i had 8 sweets and ate half. how many left?	half of 8 is 4, so 4 left
your brother is 10, you are 2 years older. how old are you?	10 + 2 = 12, so you are 12
i saved 5 coins a day for 3 days. how much did i save?	5 x 3 = 15, so 15 coins
there were 12 birds and 5 flew away. how many left?	12 - 5 = 7, so 7 left
i have 6 marbles and lose 2, then find 3. how many?	6 - 2 = 4, then 4 + 3 = 7, so 7
we are 4 and split a bill of 20. each pays?	20 / 4 = 5, so 5 each
